id,booking_time,room_type,price,reservation_type,check_in_time,check_out_time,adults,children,night_stay,name,country_code,identity_number,age,gender,phone,email
383,2024-08-09,Suite,2500000,OTA-Booking.com,2024-08-11 18:00:00,2024-08-15 01:00:00,1,0,3,Guest 3361,TH,23145730,19,Female,+62-3501203,guest1873@example.com
384,2022-09-03,Standard,500000,OTA-Traveloka,2022-09-12 16:00:00,2022-09-19 23:00:00,1,2,7,Guest 4360,SG,71409355,64,Female,+62-1595281,guest4445@example.com
385,2022-03-07,Fancy,2000000,OTA-Tiket.com,2022-03-08 17:00:00,2022-03-21 01:00:00,4,1,12,Guest 9136,ID,92488683,27,Female,+62-2123493,guest8516@example.com
386,2021-11-08,Presidential,3000000,OTA-Booking.com,2021-12-07 16:00:00,2021-12-17 02:00:00,3,2,9,Guest 8203,TH,69730538,18,Female,+62-9912479,guest7601@example.com
387,2023-12-10,Standard,500000,Walk-in,2024-01-07 17:00:00,2024-01-12 00:00:00,4,0,4,Guest 8634,TH,19827850,39,Male,+62-3882516,guest5529@example.com
388,2024-03-16,Presidential,3000000,OTA-Booking.com,2024-03-25 16:00:00,2024-04-02 00:00:00,4,1,7,Guest 8057,ID,18522612,29,Female,+62-6089408,guest7650@example.com
389,2023-01-03,Regular,1000000,OTA-Tiket.com,2023-01-10 16:00:00,2023-01-20 00:00:00,2,0,9,Guest 7803,ID,10331756,41,Female,+62-7089857,guest7988@example.com
390,2020-11-16,Presidential,3000000,OTA-Booking.com,2020-11-30 15:00:00,2020-12-10 00:00:00,4,0,9,Guest 2858,MY,36053785,29,Male,+62-3952024,guest8855@example.com
391,2022-04-14,Fancy,2000000,Walk-in,2022-04-24 16:00:00,2022-05-05 01:00:00,1,1,10,Guest 3987,SG,94621806,58,Male,+62-2283177,guest3214@example.com
392,2020-12-23,Regular,1000000,OTA-Booking.com,2020-12-28 18:00:00,2021-01-05 05:00:00,4,1,7,Guest 7888,MY,62738278,20,Female,+62-7263930,guest9184@example.com
393,2020-05-02,Family,1000000,Group Travel Agent,2020-05-30 16:00:00,2020-06-02 03:00:00,2,1,2,Guest 9179,TH,45473742,23,Male,+62-6645748,guest9582@example.com
394,2021-09-09,Deluxe,1500000,Group Travel Agent,2021-09-15 15:00:00,2021-09-18 01:00:00,1,2,2,Guest 2914,SG,71863690,62,Female,+62-6461150,guest9800@example.com
395,2022-08-07,Suite,2500000,Walk-in,2022-08-19 16:00:00,2022-08-23 03:00:00,4,2,3,Guest 6783,PH,44378353,34,Female,+62-5819168,guest7330@example.com
396,2021-01-23,Presidential,3000000,Walk-in,2021-02-14 14:00:00,2021-02-22 21:00:00,2,1,8,Guest 1582,ID,36860144,33,Male,+62-1641064,guest6237@example.com
397,2022-07-14,Deluxe,1500000,OTA-Tiket.com,2022-07-25 16:00:00,2022-08-03 03:00:00,2,0,8,Guest 1914,SG,57318975,59,Female,+62-4384699,guest9264@example.com
398,2022-04-07,Regular,1000000,Walk-in,2022-05-02 14:00:00,2022-05-07 01:00:00,3,0,4,Guest 8822,TH,64386194,24,Female,+62-7764168,guest7352@example.com
399,2020-12-07,Fancy,2000000,OTA-Traveloka,2020-12-09 18:00:00,2020-12-21 04:00:00,4,1,11,Guest 2949,SG,68685720,29,Male,+62-8507318,guest7895@example.com
400,2022-05-03,Deluxe,1500000,Walk-in,2022-05-15 14:00:00,2022-05-30 01:00:00,1,0,14,Guest 5059,MY,51664499,34,Female,+62-9363163,guest8196@example.com
401,2020-01-16,Suite,2500000,OTA-Booking.com,2020-02-03 16:00:00,2020-02-07 23:00:00,3,2,4,Guest 1230,TH,24191787,52,Female,+62-4324958,guest8249@example.com
402,2023-06-29,Fancy,2000000,Walk-in,2023-07-19 16:00:00,2023-08-02 01:00:00,4,2,13,Guest 5949,TH,60044434,49,Female,+62-7468114,guest5596@example.com
403,2021-05-03,Fancy,2000000,OTA-Traveloka,2021-05-17 14:00:00,2021-05-22 00:00:00,1,1,4,Guest 7064,SG,51950635,25,Male,+62-3057900,guest4716@example.com
404,2020-06-21,Fancy,2000000,OTA-Booking.com,2020-07-12 17:00:00,2020-07-20 04:00:00,3,2,7,Guest 4637,PH,70042843,44,Female,+62-8643118,guest5156@example.com
405,2021-09-28,Regular,1000000,OTA-Traveloka,2021-10-06 16:00:00,2021-10-09 01:00:00,1,1,2,Guest 8148,TH,66145485,43,Female,+62-4760090,guest1706@example.com
406,2024-02-02,Presidential,3000000,OTA-Tiket.com,2024-02-23 17:00:00,2024-02-28 03:00:00,4,2,4,Guest 2250,MY,94780477,54,Female,+62-7833391,guest9904@example.com
407,2023-08-28,Deluxe,1500000,OTA-Tiket.com,2023-09-05 17:00:00,2023-09-11 02:00:00,2,0,5,Guest 2093,MY,85496691,35,Male,+62-1171915,guest8397@example.com
408,2024-10-25,Regular,1000000,OTA-Tiket.com,2024-11-15 14:00:00,2024-11-23 01:00:00,1,1,7,Guest 5671,ID,40377873,48,Male,+62-8017927,guest3865@example.com
409,2022-08-01,Standard,500000,OTA-Tiket.com,2022-08-11 18:00:00,2022-08-16 03:00:00,3,0,4,Guest 3487,PH,95577868,37,Male,+62-1110907,guest7366@example.com
410,2020-03-09,Standard,500000,Group Travel Agent,2020-03-18 18:00:00,2020-03-23 01:00:00,2,0,4,Guest 1351,TH,12855226,31,Female,+62-4305182,guest9301@example.com
411,2024-08-02,Regular,1000000,OTA-Traveloka,2024-08-24 14:00:00,2024-08-28 01:00:00,3,1,3,Guest 8544,PH,93350983,49,Female,+62-1665816,guest3102@example.com
412,2023-06-21,Fancy,2000000,OTA-Traveloka,2023-07-14 15:00:00,2023-07-22 22:00:00,4,0,8,Guest 8976,ID,66815290,24,Female,+62-5711033,guest6728@example.com
413,2022-07-24,Family,1000000,OTA-Tiket.com,2022-08-07 14:00:00,2022-08-11 23:00:00,4,0,4,Guest 1088,MY,21626710,23,Male,+62-1330323,guest6570@example.com
414,2020-11-04,Regular,1000000,OTA-Tiket.com,2020-11-25 16:00:00,2020-12-05 01:00:00,1,2,9,Guest 5124,ID,64317956,46,Male,+62-9830322,guest2238@example.com
415,2022-01-01,Presidential,3000000,OTA-Traveloka,2022-01-10 16:00:00,2022-01-25 03:00:00,4,0,14,Guest 7445,TH,45310476,58,Female,+62-7923878,guest1915@example.com
416,2020-03-01,Regular,1000000,OTA-Traveloka,2020-03-08 15:00:00,2020-03-18 00:00:00,4,1,9,Guest 7475,ID,84072598,36,Male,+62-3306045,guest7345@example.com
417,2021-12-19,Fancy,2000000,OTA-Traveloka,2021-12-26 18:00:00,2022-01-08 01:00:00,4,1,12,Guest 6113,ID,31934943,61,Male,+62-6978675,guest1211@example.com
418,2024-06-07,Deluxe,1500000,OTA-Tiket.com,2024-06-23 17:00:00,2024-06-30 02:00:00,1,2,6,Guest 6813,TH,93670902,47,Female,+62-2872088,guest9835@example.com
419,2021-10-30,Fancy,2000000,Group Travel Agent,2021-11-16 17:00:00,2021-11-24 04:00:00,4,2,7,Guest 1634,TH,92694470,37,Male,+62-7595458,guest4583@example.com
420,2021-03-07,Regular,1000000,Group Travel Agent,2021-03-12 16:00:00,2021-03-15 02:00:00,4,0,2,Guest 3391,ID,62953056,47,Male,+62-5631149,guest7384@example.com
421,2020-01-29,Standard,500000,OTA-Traveloka,2020-02-04 18:00:00,2020-02-11 05:00:00,3,2,6,Guest 6904,ID,27788876,46,Male,+62-3846457,guest7080@example.com
422,2024-07-08,Deluxe,1500000,OTA-Traveloka,2024-07-16 15:00:00,2024-07-31 02:00:00,4,0,14,Guest 3006,MY,38689422,29,Male,+62-2903455,guest3885@example.com
423,2023-03-16,Presidential,3000000,Group Travel Agent,2023-04-07 17:00:00,2023-04-22 00:00:00,3,0,14,Guest 7843,SG,40729942,39,Female,+62-4586190,guest9763@example.com
424,2024-08-09,Family,1000000,Group Travel Agent,2024-08-18 14:00:00,2024-08-20 01:00:00,3,1,1,Guest 4037,SG,75343984,42,Female,+62-4365515,guest3733@example.com
425,2021-11-05,Standard,500000,OTA-Traveloka,2021-11-20 15:00:00,2021-12-02 02:00:00,2,0,11,Guest 9714,ID,28961183,40,Female,+62-3565552,guest1397@example.com
426,2021-06-27,Presidential,3000000,OTA-Booking.com,2021-07-23 16:00:00,2021-08-05 01:00:00,2,0,12,Guest 6713,MY,34206003,36,Female,+62-2348664,guest2798@example.com
427,2020-12-08,Family,1000000,OTA-Traveloka,2020-12-20 16:00:00,2020-12-29 03:00:00,2,0,8,Guest 4089,SG,12950649,22,Female,+62-8183169,guest6580@example.com
428,2024-04-20,Suite,2500000,OTA-Booking.com,2024-04-29 17:00:00,2024-05-10 02:00:00,4,1,10,Guest 3176,SG,87397723,61,Female,+62-7793539,guest1283@example.com
429,2024-08-24,Family,1000000,Group Travel Agent,2024-08-26 14:00:00,2024-08-31 23:00:00,1,0,5,Guest 8678,PH,42050189,64,Female,+62-8005200,guest5848@example.com
430,2020-09-08,Suite,2500000,OTA-Tiket.com,2020-09-12 15:00:00,2020-09-15 22:00:00,1,2,3,Guest 7414,PH,88140491,54,Female,+62-7166147,guest3145@example.com
431,2021-02-20,Standard,500000,OTA-Tiket.com,2021-02-26 14:00:00,2021-03-02 23:00:00,1,1,4,Guest 2429,PH,72288339,61,Female,+62-7320013,guest9887@example.com
432,2022-12-25,Family,1000000,Group Travel Agent,2023-01-24 15:00:00,2023-01-31 01:00:00,2,1,6,Guest 9141,ID,94779592,56,Female,+62-5179994,guest7548@example.com
433,2024-05-29,Fancy,2000000,OTA-Traveloka,2024-06-03 16:00:00,2024-06-14 03:00:00,4,0,10,Guest 6553,PH,16678859,39,Female,+62-5682998,guest8888@example.com
434,2023-05-14,Fancy,2000000,OTA-Tiket.com,2023-05-22 14:00:00,2023-05-25 22:00:00,1,1,3,Guest 3215,MY,92755592,37,Female,+62-2181498,guest4367@example.com
435,2020-02-28,Presidential,3000000,OTA-Tiket.com,2020-03-28 14:00:00,2020-04-06 22:00:00,2,1,9,Guest 4349,SG,73937303,47,Female,+62-8319668,guest7464@example.com
436,2023-11-28,Regular,1000000,OTA-Traveloka,2023-12-06 15:00:00,2023-12-19 01:00:00,4,1,12,Guest 8378,SG,72115098,18,Male,+62-4087779,guest5435@example.com
437,2022-08-30,Suite,2500000,Walk-in,2022-09-05 18:00:00,2022-09-10 02:00:00,2,1,4,Guest 5426,PH,27178797,61,Female,+62-2597441,guest3359@example.com
438,2021-07-25,Standard,500000,OTA-Tiket.com,2021-08-23 14:00:00,2021-09-06 21:00:00,2,0,14,Guest 6484,ID,11172751,39,Male,+62-4864678,guest5398@example.com
439,2023-04-15,Fancy,2000000,Group Travel Agent,2023-05-04 18:00:00,2023-05-16 04:00:00,3,2,11,Guest 7256,ID,68306667,19,Male,+62-2485150,guest8525@example.com
440,2024-11-23,Deluxe,1500000,OTA-Booking.com,2024-11-26 14:00:00,2024-12-09 01:00:00,2,2,12,Guest 2402,MY,83407611,57,Male,+62-9443246,guest3252@example.com
441,2020-11-05,Presidential,3000000,Walk-in,2020-11-30 15:00:00,2020-12-03 01:00:00,2,2,2,Guest 6867,MY,74122151,51,Male,+62-6218330,guest5821@example.com
442,2023-04-29,Deluxe,1500000,Walk-in,2023-05-10 15:00:00,2023-05-14 01:00:00,2,0,3,Guest 9025,TH,80678083,26,Female,+62-2846044,guest7478@example.com
443,2020-08-13,Presidential,3000000,OTA-Booking.com,2020-08-31 17:00:00,2020-09-13 04:00:00,2,2,12,Guest 5072,ID,44473680,54,Female,+62-8879570,guest3483@example.com
444,2023-08-14,Fancy,2000000,Walk-in,2023-08-17 18:00:00,2023-08-19 05:00:00,2,1,1,Guest 4186,SG,14424621,59,Male,+62-9445677,guest8041@example.com
445,2024-03-18,Fancy,2000000,Group Travel Agent,2024-04-16 18:00:00,2024-04-27 03:00:00,1,2,10,Guest 7172,ID,46542373,41,Male,+62-3087847,guest3045@example.com
446,2023-03-31,Deluxe,1500000,OTA-Traveloka,2023-04-01 16:00:00,2023-04-03 00:00:00,2,1,1,Guest 9109,MY,81152815,41,Male,+62-9281128,guest7875@example.com
447,2022-02-06,Standard,500000,OTA-Booking.com,2022-02-12 14:00:00,2022-02-16 01:00:00,2,2,3,Guest 3428,SG,26699669,38,Female,+62-1125644,guest5665@example.com
448,2020-08-05,Family,1000000,Walk-in,2020-08-11 15:00:00,2020-08-14 22:00:00,1,2,3,Guest 8818,SG,70186268,49,Female,+62-9297373,guest1754@example.com
449,2023-11-06,Regular,1000000,OTA-Traveloka,2023-12-04 18:00:00,2023-12-10 03:00:00,3,2,5,Guest 2735,MY,71850132,48,Male,+62-7529433,guest7183@example.com
450,2022-11-09,Standard,500000,Group Travel Agent,2022-11-12 15:00:00,2022-11-23 01:00:00,1,1,10,Guest 4672,MY,63380007,25,Female,+62-5052671,guest3334@example.com
451,2022-11-24,Deluxe,1500000,OTA-Traveloka,2022-12-17 15:00:00,2022-12-24 23:00:00,3,1,7,Guest 2244,ID,41652612,65,Female,+62-3204434,guest1090@example.com
452,2022-10-27,Fancy,2000000,OTA-Traveloka,2022-10-29 17:00:00,2022-11-08 01:00:00,1,1,9,Guest 3407,MY,29937609,51,Female,+62-8321337,guest6483@example.com
453,2022-10-04,Deluxe,1500000,Walk-in,2022-10-06 17:00:00,2022-10-15 02:00:00,1,0,8,Guest 2891,TH,88033794,65,Male,+62-6871776,guest7022@example.com
454,2023-04-23,Regular,1000000,OTA-Tiket.com,2023-05-04 15:00:00,2023-05-17 02:00:00,1,1,12,Guest 4352,PH,89548759,65,Male,+62-1226451,guest5781@example.com
455,2021-07-07,Standard,500000,Group Travel Agent,2021-08-03 17:00:00,2021-08-08 04:00:00,4,1,4,Guest 7742,MY,57193907,54,Female,+62-9482291,guest9053@example.com
456,2024-03-18,Deluxe,1500000,OTA-Traveloka,2024-04-14 17:00:00,2024-04-28 03:00:00,1,0,13,Guest 1763,MY,21214777,27,Female,+62-2255903,guest9505@example.com
457,2021-06-25,Family,1000000,Group Travel Agent,2021-07-20 18:00:00,2021-07-27 02:00:00,2,2,6,Guest 9642,ID,57046655,44,Female,+62-4413890,guest4334@example.com
458,2024-02-04,Family,1000000,OTA-Traveloka,2024-02-29 14:00:00,2024-03-01 22:00:00,3,2,1,Guest 7857,MY,44554115,32,Female,+62-6867109,guest2497@example.com
459,2024-01-20,Fancy,2000000,Walk-in,2024-02-17 16:00:00,2024-02-22 00:00:00,1,0,4,Guest 3768,SG,27365006,37,Male,+62-4475613,guest5595@example.com
460,2020-11-02,Deluxe,1500000,OTA-Tiket.com,2020-11-26 16:00:00,2020-12-03 03:00:00,2,0,6,Guest 7413,SG,94181122,46,Male,+62-9075457,guest6242@example.com
461,2021-03-02,Regular,1000000,OTA-Tiket.com,2021-03-20 15:00:00,2021-04-02 01:00:00,1,1,12,Guest 5302,SG,29985602,20,Male,+62-6843597,guest4332@example.com
462,2020-01-29,Family,1000000,Walk-in,2020-02-22 14:00:00,2020-03-06 23:00:00,2,0,13,Guest 7043,TH,10965943,58,Female,+62-2110360,guest5400@example.com
463,2021-09-20,Family,1000000,OTA-Traveloka,2021-10-17 14:00:00,2021-10-26 00:00:00,4,2,8,Guest 1711,ID,46377330,36,Female,+62-9528964,guest3668@example.com
464,2022-08-18,Family,1000000,OTA-Traveloka,2022-09-15 14:00:00,2022-09-18 01:00:00,1,1,2,Guest 5786,TH,58912512,44,Male,+62-3862597,guest6902@example.com
465,2024-06-25,Regular,1000000,OTA-Tiket.com,2024-07-10 18:00:00,2024-07-22 04:00:00,1,1,11,Guest 6550,MY,52946490,25,Male,+62-2908333,guest2874@example.com
466,2020-10-25,Regular,1000000,OTA-Booking.com,2020-11-18 16:00:00,2020-11-28 02:00:00,4,0,9,Guest 9457,MY,93057400,29,Female,+62-8007140,guest8829@example.com
467,2022-08-30,Suite,2500000,Walk-in,2022-09-28 15:00:00,2022-10-13 02:00:00,1,0,14,Guest 6046,PH,63670290,65,Male,+62-1101538,guest2363@example.com
468,2021-12-30,Regular,1000000,OTA-Traveloka,2022-01-09 14:00:00,2022-01-19 21:00:00,1,2,10,Guest 3465,SG,82929813,59,Male,+62-6002067,guest9283@example.com
469,2022-03-16,Presidential,3000000,Walk-in,2022-04-06 18:00:00,2022-04-15 01:00:00,3,0,8,Guest 6719,SG,40339746,34,Male,+62-8739181,guest2445@example.com
470,2021-07-21,Regular,1000000,OTA-Traveloka,2021-08-13 14:00:00,2021-08-25 00:00:00,3,0,11,Guest 1869,PH,66272895,55,Male,+62-6224871,guest9499@example.com
471,2024-04-07,Family,1000000,OTA-Booking.com,2024-04-27 16:00:00,2024-04-29 23:00:00,4,1,2,Guest 1605,MY,16195008,24,Male,+62-2587626,guest2164@example.com
472,2022-05-18,Deluxe,1500000,Walk-in,2022-05-22 17:00:00,2022-05-29 04:00:00,2,1,6,Guest 5266,PH,78307456,64,Female,+62-9867471,guest5904@example.com
473,2023-11-26,Presidential,3000000,OTA-Booking.com,2023-12-17 15:00:00,2023-12-25 00:00:00,1,2,7,Guest 8157,SG,80847235,19,Female,+62-2438903,guest6686@example.com
474,2024-03-28,Family,1000000,OTA-Tiket.com,2024-04-02 14:00:00,2024-04-12 23:00:00,3,2,10,Guest 3472,PH,98952860,19,Male,+62-4945913,guest2454@example.com
475,2024-08-09,Regular,1000000,OTA-Booking.com,2024-08-18 14:00:00,2024-08-20 00:00:00,2,2,1,Guest 9940,TH,83386608,36,Male,+62-7521249,guest4520@example.com
476,2024-11-05,Family,1000000,Group Travel Agent,2024-11-11 18:00:00,2024-11-19 05:00:00,2,0,7,Guest 6961,PH,76278503,45,Female,+62-2106103,guest5817@example.com
477,2024-04-11,Family,1000000,Walk-in,2024-04-21 14:00:00,2024-05-01 23:00:00,4,2,10,Guest 2436,SG,45925212,56,Male,+62-1441442,guest9053@example.com
478,2021-12-23,Fancy,2000000,Group Travel Agent,2022-01-15 18:00:00,2022-01-19 04:00:00,4,2,3,Guest 7179,PH,52720154,43,Male,+62-5666820,guest2947@example.com
479,2024-07-19,Regular,1000000,OTA-Booking.com,2024-07-21 18:00:00,2024-07-27 05:00:00,1,2,5,Guest 2956,TH,47457762,39,Female,+62-3525493,guest6875@example.com
480,2024-05-04,Family,1000000,OTA-Traveloka,2024-05-25 16:00:00,2024-06-05 03:00:00,3,2,10,Guest 8527,MY,72008085,47,Male,+62-4266800,guest5280@example.com
481,2020-01-03,Regular,1000000,OTA-Traveloka,2020-01-29 18:00:00,2020-02-12 03:00:00,3,0,13,Guest 8378,MY,74806332,24,Male,+62-6062764,guest2393@example.com
482,2022-05-08,Fancy,2000000,Group Travel Agent,2022-05-20 17:00:00,2022-05-31 04:00:00,4,1,10,Guest 7330,PH,85528678,33,Female,+62-6767678,guest4013@example.com
483,2024-08-20,Standard,500000,OTA-Traveloka,2024-08-24 18:00:00,2024-08-29 05:00:00,3,1,4,Guest 3049,MY,31760233,21,Male,+62-5214585,guest6260@example.com
484,2024-01-01,Presidential,3000000,Group Travel Agent,2024-01-28 18:00:00,2024-02-09 04:00:00,3,2,11,Guest 1923,PH,22355743,39,Male,+62-9291591,guest8217@example.com
485,2021-07-01,Fancy,2000000,Walk-in,2021-07-31 14:00:00,2021-08-02 22:00:00,1,0,2,Guest 5312,TH,46574207,59,Female,+62-2857513,guest4581@example.com
486,2023-11-25,Family,1000000,OTA-Booking.com,2023-11-30 17:00:00,2023-12-02 02:00:00,4,2,1,Guest 5587,MY,31883117,61,Female,+62-6563772,guest4758@example.com
487,2024-04-05,Suite,2500000,OTA-Traveloka,2024-04-15 15:00:00,2024-04-21 02:00:00,3,0,5,Guest 7392,MY,56410373,39,Male,+62-9057034,guest2223@example.com
488,2022-03-15,Fancy,2000000,Walk-in,2022-04-01 15:00:00,2022-04-11 23:00:00,3,0,10,Guest 4638,PH,35160807,63,Female,+62-8112048,guest7197@example.com
489,2023-10-09,Suite,2500000,Group Travel Agent,2023-11-07 15:00:00,2023-11-17 23:00:00,1,1,10,Guest 9260,ID,69511690,60,Male,+62-6849413,guest6603@example.com
490,2022-05-10,Presidential,3000000,OTA-Traveloka,2022-06-04 18:00:00,2022-06-09 02:00:00,3,1,4,Guest 7399,MY,44505949,21,Male,+62-8565480,guest3934@example.com
491,2024-02-13,Deluxe,1500000,OTA-Booking.com,2024-02-21 18:00:00,2024-02-28 05:00:00,3,1,6,Guest 6627,SG,91516216,31,Male,+62-6332627,guest5901@example.com
492,2022-11-29,Fancy,2000000,OTA-Traveloka,2022-11-30 15:00:00,2022-12-02 00:00:00,1,2,1,Guest 7475,ID,62046113,58,Male,+62-1636055,guest9724@example.com
493,2020-07-16,Standard,500000,Walk-in,2020-07-28 14:00:00,2020-08-09 21:00:00,4,2,12,Guest 7943,ID,56231656,55,Male,+62-1400897,guest9786@example.com
494,2023-03-11,Suite,2500000,Group Travel Agent,2023-03-20 14:00:00,2023-04-02 21:00:00,4,2,13,Guest 9489,MY,88055629,45,Female,+62-7341942,guest7562@example.com
495,2024-08-19,Deluxe,1500000,OTA-Booking.com,2024-09-13 17:00:00,2024-09-20 01:00:00,4,0,6,Guest 1787,SG,34133695,62,Female,+62-7417926,guest9103@example.com
496,2020-05-02,Deluxe,1500000,Group Travel Agent,2020-05-03 18:00:00,2020-05-09 03:00:00,4,1,5,Guest 8923,MY,15155198,25,Female,+62-8938651,guest8801@example.com
497,2022-10-06,Fancy,2000000,OTA-Tiket.com,2022-11-05 17:00:00,2022-11-15 04:00:00,1,1,9,Guest 3550,PH,77122640,41,Female,+62-7071319,guest5758@example.com
498,2021-01-04,Fancy,2000000,OTA-Booking.com,2021-01-10 17:00:00,2021-01-13 00:00:00,1,2,2,Guest 9271,ID,89527725,33,Male,+62-3843390,guest7046@example.com
499,2022-03-11,Family,1000000,OTA-Traveloka,2022-03-14 18:00:00,2022-03-26 01:00:00,4,1,11,Guest 8463,TH,67722987,48,Female,+62-4326902,guest2165@example.com
500,2022-01-23,Family,1000000,OTA-Traveloka,2022-02-18 16:00:00,2022-02-21 03:00:00,2,0,2,Guest 4624,MY,77427105,29,Male,+62-5204522,guest4167@example.com
501,2023-10-10,Presidential,3000000,OTA-Booking.com,2023-10-29 15:00:00,2023-11-12 23:00:00,4,2,14,Guest 3677,SG,54491207,33,Male,+62-2530935,guest5071@example.com
502,2020-08-31,Family,1000000,OTA-Booking.com,2020-09-04 15:00:00,2020-09-12 22:00:00,1,1,8,Guest 8589,MY,95010168,20,Female,+62-2347755,guest4934@example.com
503,2022-02-11,Presidential,3000000,OTA-Tiket.com,2022-02-27 15:00:00,2022-03-01 02:00:00,4,0,1,Guest 2852,SG,50933753,18,Male,+62-2685721,guest9916@example.com
504,2020-02-24,Suite,2500000,OTA-Traveloka,2020-03-08 14:00:00,2020-03-11 23:00:00,2,1,3,Guest 5165,SG,80794015,22,Male,+62-4152205,guest2538@example.com
505,2023-01-14,Regular,1000000,Walk-in,2023-01-30 18:00:00,2023-02-03 04:00:00,1,0,3,Guest 3449,ID,58128427,26,Male,+62-6478553,guest4318@example.com
506,2024-10-22,Standard,500000,OTA-Booking.com,2024-10-23 14:00:00,2024-11-04 21:00:00,4,0,12,Guest 6678,SG,28100908,38,Male,+62-3239467,guest1792@example.com
507,2022-11-28,Suite,2500000,Walk-in,2022-12-09 14:00:00,2022-12-14 21:00:00,2,1,5,Guest 7859,TH,95852905,50,Female,+62-2349438,guest5447@example.com
508,2023-11-06,Regular,1000000,OTA-Tiket.com,2023-11-17 14:00:00,2023-11-30 00:00:00,3,0,12,Guest 7948,TH,91781529,46,Male,+62-3893505,guest9724@example.com
509,2024-04-29,Fancy,2000000,OTA-Traveloka,2024-05-07 17:00:00,2024-05-18 00:00:00,2,2,10,Guest 3132,SG,27753536,65,Female,+62-6368599,guest8883@example.com
510,2023-09-09,Deluxe,1500000,Group Travel Agent,2023-09-24 16:00:00,2023-09-26 23:00:00,4,2,2,Guest 8088,TH,61209464,36,Female,+62-9798432,guest9471@example.com
511,2021-05-06,Fancy,2000000,OTA-Booking.com,2021-05-26 17:00:00,2021-06-09 02:00:00,4,2,13,Guest 1646,ID,17299463,62,Female,+62-7944672,guest9507@example.com
512,2023-10-20,Suite,2500000,OTA-Tiket.com,2023-11-07 16:00:00,2023-11-16 23:00:00,4,2,9,Guest 7976,ID,37271418,59,Male,+62-5953828,guest7498@example.com
513,2024-10-04,Deluxe,1500000,Walk-in,2024-10-08 15:00:00,2024-10-18 22:00:00,1,2,10,Guest 7942,SG,53485209,49,Female,+62-8307435,guest8834@example.com
514,2024-07-17,Suite,2500000,OTA-Tiket.com,2024-08-07 15:00:00,2024-08-22 02:00:00,3,1,14,Guest 7049,PH,47404679,50,Female,+62-5438370,guest6986@example.com
515,2020-05-29,Regular,1000000,OTA-Traveloka,2020-06-22 17:00:00,2020-06-30 04:00:00,2,1,7,Guest 5222,ID,77687714,29,Female,+62-9916422,guest5476@example.com
516,2021-06-18,Fancy,2000000,OTA-Tiket.com,2021-07-03 16:00:00,2021-07-07 23:00:00,4,2,4,Guest 3874,PH,70027690,45,Female,+62-5020882,guest7844@example.com
517,2022-05-30,Presidential,3000000,OTA-Booking.com,2022-06-26 15:00:00,2022-07-07 01:00:00,4,2,10,Guest 5821,MY,75258985,44,Female,+62-5506256,guest6707@example.com
518,2024-11-12,Family,1000000,Group Travel Agent,2024-12-11 17:00:00,2024-12-23 03:00:00,1,1,11,Guest 8606,TH,14361497,24,Female,+62-5984330,guest7892@example.com
519,2020-01-01,Fancy,2000000,OTA-Traveloka,2020-01-22 16:00:00,2020-02-04 01:00:00,1,0,12,Guest 8186,ID,77759335,31,Male,+62-6850122,guest6896@example.com
520,2021-03-05,Presidential,3000000,OTA-Tiket.com,2021-03-22 14:00:00,2021-03-29 00:00:00,3,2,6,Guest 7571,ID,24313395,55,Female,+62-4840812,guest2491@example.com
521,2023-02-07,Standard,500000,OTA-Booking.com,2023-02-26 16:00:00,2023-03-12 23:00:00,1,1,14,Guest 9683,SG,43024461,61,Male,+62-9557484,guest4506@example.com
522,2023-11-17,Standard,500000,OTA-Tiket.com,2023-12-10 15:00:00,2023-12-18 22:00:00,2,0,8,Guest 8805,MY,54615237,43,Female,+62-4902550,guest6250@example.com
523,2022-05-16,Fancy,2000000,Walk-in,2022-06-13 15:00:00,2022-06-18 23:00:00,4,0,5,Guest 7613,SG,95400267,63,Male,+62-2945858,guest5745@example.com
524,2024-11-12,Regular,1000000,OTA-Tiket.com,2024-11-14 17:00:00,2024-11-16 02:00:00,3,2,1,Guest 1009,PH,43229285,50,Female,+62-4002151,guest8822@example.com
525,2021-10-09,Suite,2500000,Walk-in,2021-11-02 14:00:00,2021-11-17 00:00:00,4,2,14,Guest 3436,TH,86123606,45,Male,+62-5989442,guest1526@example.com
526,2020-05-14,Deluxe,1500000,OTA-Tiket.com,2020-06-08 14:00:00,2020-06-20 00:00:00,3,2,11,Guest 7655,SG,39567882,39,Female,+62-8089967,guest6235@example.com
527,2024-03-27,Fancy,2000000,Group Travel Agent,2024-04-09 15:00:00,2024-04-11 00:00:00,2,2,1,Guest 4882,ID,16674282,61,Female,+62-3005867,guest1065@example.com
528,2022-09-20,Fancy,2000000,OTA-Traveloka,2022-09-22 14:00:00,2022-09-24 21:00:00,3,2,2,Guest 7800,TH,36338723,61,Female,+62-9222174,guest4173@example.com
529,2021-11-11,Presidential,3000000,OTA-Booking.com,2021-12-05 16:00:00,2021-12-07 02:00:00,3,2,1,Guest 1855,MY,51948918,48,Male,+62-3487411,guest2750@example.com
530,2024-06-24,Fancy,2000000,Group Travel Agent,2024-07-23 15:00:00,2024-07-28 02:00:00,4,1,4,Guest 4488,ID,42625365,56,Female,+62-3906616,guest8699@example.com
